0,1,2,3,4,5,6,7,8,orgaos,unidade,programas,numero de acoes
12.362.0800.6343,FLEXIBILIZAÇÃO CURRICULAR DO ENSINO MÉDIO,,,1.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,8
,,OUTRAS DESPESASCORRENTES,,1.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,8
,,,ESOURO DO ESTADO,1.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,8
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,8
PRODUTO:,OPÇÕES DE ITINERÁRIOS FORMATIVOS OFERECIDOS AOS ALUNOS DO ENSINO MÉDIO,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,8
INDICADOR DEPRODUTO:,NÚMERO DE MATRÍCULAS EM ENSINO TÉCNICO E/OU PROFISSIONALIZANTE (unidade),,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,8
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,8
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,8
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
12.122.0815.6178,ESTÃO E MODERNIZAÇÃO DA SECRETARIA DA EDUCAÇÃO,,,15.997.101,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,PESSOAL E ENCARGOSSOCIAIS,,7.509.445,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,,TESOURO DO ESTADO,7.509.445,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,OUTRAS DESPESASCORRENTES,,8.487.606,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,,FUNDO ESPECIAL DEDESPESA,8.412.418,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,,TESOURO DO ESTADO,75.188,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,INVESTIMENTOS,,50,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,,FUNDO ESPECIAL DEDESPESA,50,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,1
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
12.122.5118.6292,MPLEMENTAÇÃO DE AÇÕES PARA A EDUCAÇÃO NORÂNSITO,,,5.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
,,OUTRAS DESPESASCORRENTES,,5.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
,,,FUNDO ESPECIAL DEDESPESA,5.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
PRODUTO:,DUCAÇÃO PARA O TRÂNSITO,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
INDICADOR DEPRODUTO:,ÚMERO DE PROFISSIONAIS DA EDUCAÇÃO FORMADOS NA TEMÁTICA “EDUCAÇÃO NO TRÂNSITO” (unidade),,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
META:,0.000,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
roposta Orçamentária 2020,Governo do Estado de São Paulo,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
"#308012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA#3",,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"Valores em R$ 1,00",,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,UNIDADE:   08011 - COORDENADORIA PEDAGÓGICA,PROGRAMA:     5118    RESPEITO À VIDA,1
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
12.368.0800.6168,ROVISÃO DE MATERIAIS DIDÁTICOS E DE APOIOEDAGÓGICO EM VERSÃO IMPRESSA/DIGITAL,,,300,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,UTRAS DESPESASORRENTES,,200,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,ESOURO DO ESTADO,100,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,INCULADOS FEDERAIS,100,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,NVESTIMENTOS,,100,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,INCULADOS FEDERAIS,100,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
PRODUTO:,ATERIAIS E RECURSOS DIDÁTICO-PEDAGÓGICOS OFERTADOS AOS ALUNOS E PROFISSIONAIS,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
INDICADOR DEPRODUTO:,ÚMERO DE ALUNOS QUE RECEBERAM OS MATERIAIS IMPRESSOS OU DIGITAIS DE APOIO À IMPLEMENTAÇÃO DOURRÍCULO (unidade),,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
12.665.0800.6177,"ONITORAMENTO, MELHORIA E AVALIAÇÃO DOSESULTADOS EDUCACIONAIS",,,254.111,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,UTRAS DESPESASORRENTES,,253.111,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,INCULADOS FEDERAIS,253.111,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,NVESTIMENTOS,,1.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,ESOURO DO ESTADO,1.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
PRODUTO:,"ESTÃO DA APRENDIZAGEM: FORMAÇÃO, ENSINO, MONITORAMENTO E AVALIAÇÃO",,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
INDICADOR DEPRODUTO:,ERCENTUAL DE ALUNOS QUE REALIZARAM A AVALIAÇÃO DE SISTEMA NO TOTAL DAS SÉRIES EM QUE SEEALIZARAM AS PROVAS NA REDE ESTADUAL (%),,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
META:,"5,73",,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
roposta Orçamentária 2020,Governo do Estado de São Paulo,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
12.126.0800.6208,"ECURSOS EDUCACIONAIS, CURSOS E INICIATIVASEDAGÓGICAS ANDRAGÓGICAS DIGITAIS",,,10.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,OUTRAS DESPESASCORRENTES,,10.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,ESOURO DO ESTADO,10.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
PRODUTO:,ATERIAIS E RECURSOS DIDÁTICO-PEDAGÓGICOS OFERTADOS AOS ALUNOS E PROFISSIONAIS,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
INDICADOR DEPRODUTO:,ÚMERO DE ALUNOS QUE RECEBERAM OS MATERIAIS IMPRESSOS OU DIGITAIS DE APOIO À IMPLEMENTAÇÃO DOURRÍCULO (unidade),,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
META:,.271.824,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0800    APRENDIZAGEM DE EXCELÊNCIA E EQUIDADE,3
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
12.368.0815.6174,PERAÇÃO DA REDE DE ENSINO BÁSICO,,,462.977.750,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,OUTRAS DESPESASCORRENTES,,166.009.890,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,,ESOURO DO ESTADO,105.797.723,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,,INCULADOS FEDERAIS,60.212.167,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,INVESTIMENTOS,,296.967.860,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,,ESOURO DO ESTADO,282.210.600,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,,INCULADOS FEDERAIS,14.757.260,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
PRODUTO:,"QUIPAMENTOS, MOBILIÁRIO,SUPRIMENTO,SERVIÇOS E KIT ESCOLAR PARA O NOVO CURRÍCULO",,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
INDICADOR DEPRODUTO:,ERCENTUAL DE ESCOLAS ATENDIDAS COM REPOSIÇÃO DE MATERIAL PERMANENTE E PARA CONSUMO PARAPOIO À APRENDIZAGEM (%),,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
META:,5,,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
12.122.0815.6178,ESTÃO E MODERNIZAÇÃO DA SECRETARIA DA EDUCAÇÃO,,,62.249.371,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,PESSOAL E ENCARGOSSOCIAIS,,4.061.525,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,,ESOURO DO ESTADO,4.061.525,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,OUTRAS DESPESASCORRENTES,,35.534.566,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,,UNDO ESPECIAL DEESPESA,1.489.722,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,,ESOURO DO ESTADO,34.044.844,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,INVESTIMENTOS,,22.653.280,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,,UNDO ESPECIAL DEESPESA,3.953.280,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
,,,ESOURO DO ESTADO,18.700.000,,,,,ÓRGÃO:   08000 - SECRETARIA DA EDUCAÇÃO,"UNIDADE:   08012 - COORD.INFORMAÇÃO,TECNOLOGIA  EVID.E MATRÍCULA",PROGRAMA:     0815    GESTÃO INSTITUCIONAL DA SECRETARIA DA EDUCAÇÃO,2
