programa,orgao,finialidade_programa,produto,finialidade_produto,indicador_produto,acao,value_indicador_produto
1601 - PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: ESTUDOS PARA DESESTATIZAÇÃO DAS TRAVESSIAS LITORÂNEAS,MELHORIA DE GESTÃO,PERCENTUAL DE CONCLUSÃO DOS ESTUDOS PARA DESESTATIZAÇÃO DAS TRAVESSIAS LITORÂNEAS (%),2589 - DESESTATIZAR AS TRAVESSIAS LITORÂNEAS,100.0
1601 - PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: ESTUDOS E PROJETOS DE INFRAESTRUTURA DE TRANSPORTES,MELHORIA DE GESTÃO,PERCENTUAL DE EXECUÇÃO DE ESTUDOS E PROJETOS DE INFRAESTRUTURA DE TRANSPORTES (%),8298 - DESENVOLVIMENTO E IMPLANTAÇÃO DO PROJETO DE SEGURANÇA VIÁRIA PARA A MALHA DE ROD,100.0
1601 - PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: CONCEPÇÃO DO SISTEMA INTERMODAL,MELHORIA DE GESTÃO,PERCENTUAL DE EXECUÇÃO DE PROJETOS (%),8305 - CONCEPÇÃO DO SISTEMA E DESENVOLVIMENTO DOS SEUS ELEMENTOS CONSTITUTIVOS,100.0
1601 - PLANEJAMENTO DE LOGÍSTICA E TRANSPORTES,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: OBRAS DA PONTE SANTOS -GUARUJÁ,MELHORIA DE GESTÃO,OBRAS DA PONTE SANTOS -GUARUJÁ (%),2623 - ELABORAÇÃO DE ESTUDOS PARA A OBRA DA PONTE SANTOS GUARUJÁ,15.0
1602 - GESTÃO DA LOGÍSTICA HIDROVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: OBRAS DE AMPLIAÇÃO E MELHORIAS NA HIDROVIA TIETÊ-PARANÁ,FINALÍSTICO,PERCENTUAL DE AVANÇO-FÍSICO DO PROGRAMA DE INVESTIMENTO DE AMPLIAÇÃO E MELHORIAS NA MALHA HIDROVIÁRIA (%),1291 - IMPLANTAÇÃO DE MELHORIAS  E DE NOVOS TRECHOS PARA EXTENSÃO NA HTP,54.65
1602 - GESTÃO DA LOGÍSTICA HIDROVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: MOVIMENTAÇÃO DE CARGAS NO PORTO DE SÃO SEBASTIÃO,FINALÍSTICO,VOLUME DE CARGAS MOVIMENTADAS NO PORTO DE SÃO SEBASTIÃO POR ANO (T),6266 - OPERAÇÃO DO PORTO DE SÃO SEBASTIÃO,797500.0
1602 - GESTÃO DA LOGÍSTICA HIDROVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: SERVIÇOS DE APOIO À SEGURANÇA E CONTROLE OPERACIONAL NA MALHA HIDROVIÁRIA,FINALÍSTICO,PERCENTUAL DE HORAS OPERACIONAIS NAS ECLUSAS (%),5873 - OPERAÇÃO E MANUTENÇÃO DO SISTEMA HIDROVIÁRIO,95.0
1602 - GESTÃO DA LOGÍSTICA HIDROVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: SERVIÇOS DE APOIO À SEGURANÇA E CONTROLE OPERACIONAL NA MALHA HIDROVIÁRIA,FINALÍSTICO,PERCENTUAL DE SINAIS NÁUTICOS EM CONDIÇÕES OPERACIONAIS NA HIDROVIA TIETÊ-PARANÁ (%),5873 - OPERAÇÃO E MANUTENÇÃO DO SISTEMA HIDROVIÁRIO,85.0
1602 - GESTÃO DA LOGÍSTICA HIDROVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: MODERNIZAÇÃO E AMPLIAÇÃO DO PORTO DE SÃO SEBASTIÃO,MELHORIA DE GESTÃO,PERCENTUAL DE OBRAS E MELHORIAS EXECUTADAS NO PORTO DE SÃO SEBASTIÃO (%),1423 - MODERNIZAÇÃO E AMPLIAÇÃO DO PORTO DE SÃO SEBASTIÃO,90.0
"1605 - OPERAÇÃO, CONSERVAÇÃO E SEGURANÇA DA MALHA RODOVIÁRIAADMINISTRADA PELO DER",16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: OPERAÇÃO DA MALHA RODOVIÁRIA ADMINISTRADA PELO DER,FINALÍSTICO,NÚMERO DE ATENDIMENTOS REALIZADOS AO ANO (UNIDADE),4903 - OPERAÇÃO E SEGURANÇA DA MALHA RODOVIÁRIA,253025.0
"1605 - OPERAÇÃO, CONSERVAÇÃO E SEGURANÇA DA MALHA RODOVIÁRIAADMINISTRADA PELO DER",16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: APOIO À SEGURANÇA DA MALHA RODOVIÁRIA,FINALÍSTICO,NÚMERO DE OCORRÊNCIAS POLICIAIS ATENDIDAS AO ANO (UNIDADE),4900 - POLICIAMENTO NAS RODOVIAS SOB JURISDIÇÃO DO DER,17559.0
"1605 - OPERAÇÃO, CONSERVAÇÃO E SEGURANÇA DA MALHA RODOVIÁRIAADMINISTRADA PELO DER",16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: AUTORIZAÇÃO ESPECIAL DE TRÁFEGO,FINALÍSTICO,NO DE AUTORIZAÇÕES ESPECIAIS DE TRÁFEGO CONCEDIDAS (UNIDADE),4901 - IMPLANTAÇÃO E OPERAÇÃO DE POSTOS DE PESAGEM NAS RODOVIAS ESTADUAIS,107587.0
"1605 - OPERAÇÃO, CONSERVAÇÃO E SEGURANÇA DA MALHA RODOVIÁRIAADMINISTRADA PELO DER",16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: AUTORIZAÇÃO ESPECIAL DE TRÁFEGO,FINALÍSTICO,NÚMERO DE VEÍCULOS COM PESO FISCALIZADOS (UNIDADE),4901 - IMPLANTAÇÃO E OPERAÇÃO DE POSTOS DE PESAGEM NAS RODOVIAS ESTADUAIS,8402400.0
"1605 - OPERAÇÃO, CONSERVAÇÃO E SEGURANÇA DA MALHA RODOVIÁRIAADMINISTRADA PELO DER",16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: CONSERVAÇÃO DA MALHA RODOVIÁRIA,FINALÍSTICO,NO DE ACIDENTES RODOVIÁRIOS POR ANO (UNIDADE),"4907 - CONSERVAÇÃO, SINALIZAÇÃO E DEMAIS ELEMENTOS DE SEGURANÇA EM RODOVIAS - DER",86533.0
"1605 - OPERAÇÃO, CONSERVAÇÃO E SEGURANÇA DA MALHA RODOVIÁRIAADMINISTRADA PELO DER",16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: CONSERVAÇÃO DA MALHA RODOVIÁRIA,FINALÍSTICO,PERCENTUAL DE EXECUÇÃO DOS CONTRATOS DE CONSERVAÇÃO (%),"4907 - CONSERVAÇÃO, SINALIZAÇÃO E DEMAIS ELEMENTOS DE SEGURANÇA EM RODOVIAS - DER",100.0
"1605 - OPERAÇÃO, CONSERVAÇÃO E SEGURANÇA DA MALHA RODOVIÁRIAADMINISTRADA PELO DER",16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: RECUPERAÇÃO DA MALHA RODOVIÁRIA ADMINISTRADA PELO DER,FINALÍSTICO,EXTENSÃO EM KM PAVIMENTADOS/RECUPERADOS (KM),4904 - PATRULHA RODOVIÁRIA,25.0
"1605 - OPERAÇÃO, CONSERVAÇÃO E SEGURANÇA DA MALHA RODOVIÁRIAADMINISTRADA PELO DER",16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: EQUIPAMENTOS DE CONTAGEM E MONITORAMENTO INSTALADOS NAS RODOVIAS,FINALÍSTICO,NÚMERO DE EQUIPAMENTOS INSTALADOS (UNIDADE),1413 - MODERNIZAÇÃO / MONITORAÇÃO DE RODOVIAS ESTADUAIS,56.0
1606 - MELHORIAS DA MALHA RODOVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: ESTRADAS VICINAIS PAVIMENTADAS E RECUPERADAS,FINALÍSTICO,EXTENSÃO DE ESTRADAS VICINAIS PAVIMENTAS/RECUPERADAS (KM),1114 - ESTRADAS VICINAIS,2250.0
1606 - MELHORIAS DA MALHA RODOVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: ESTRADAS VICINAIS PAVIMENTADAS E RECUPERADAS,FINALÍSTICO,POPULAÇÃO BENEFICIADA POR OBRAS EM VICINAIS (UNIDADE),1114 - ESTRADAS VICINAIS,4470000.0
1606 - MELHORIAS DA MALHA RODOVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,"PRODUTO: RODOVIAS ESTADUAIS AMPLIADAS, RECUPERADAS E PAVIMENTADAS",FINALÍSTICO,"EXTENSÃO DE RODOVIAS ESTADUAIS DUPLICADAS, IMPLANTADAS E RECUPERADAS (KM)","1418 - DUPLICAÇÃO, IMPLANTAÇÃO E RECUPERAÇÃO DE RODOVIAS ESTADUAIS",1042.0
1606 - MELHORIAS DA MALHA RODOVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,"PRODUTO: RODOVIAS ESTADUAIS AMPLIADAS, RECUPERADAS E PAVIMENTADAS",FINALÍSTICO,NO DE OBRAS PONTUAIS CONCLUÍDAS (UNIDADE),"1418 - DUPLICAÇÃO, IMPLANTAÇÃO E RECUPERAÇÃO DE RODOVIAS ESTADUAIS",73.0
1606 - MELHORIAS DA MALHA RODOVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: OBRAS COMPLEMENTARES E COMPENSAÇÕES AMBIENTAIS EXECUTADAS,FINALÍSTICO,PERCENTUAL DE AVANÇO FÍSICO DE EXECUÇÃO DE OBRAS NO PERÍODO (%),1970 - IMPLANTAÇÃO E TRANSPOSIÇÃO DE RODOVIAS - CONVÊNIO DER/DERSA,100.0
1606 - MELHORIAS DA MALHA RODOVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: OBRAS DA NOVA TAMOIOS - CONTORNOS NORTE E SUL DE CARAGUATATUBA E SÃO SEBASTIÃO,FINALÍSTICO,PERCENTUAL DE EXECUÇÃO DO EMPREENDIMENTO NOVA TAMOIOS - CONTORNOS (%),2497 - NOVA TAMOIOS - CONTORNOS,97.41
1606 - MELHORIAS DA MALHA RODOVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: CONTRATO DE PPP - TAMOIOS TRECHO SERRA,FINALÍSTICO,PERCENTUAL DE EXECUÇÃO DO CONTRATO DA PPP TAMOIOS (%),2505 - APOIO À PARCERIA PÚBLICO-PRIVADA PARA RODOVIA DOS TAMOIOS-TRECHO SERRA,100.0
1606 - MELHORIAS DA MALHA RODOVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: ESTUDOS DE IMPACTO SOCIOAMBIENTAL,MELHORIA DE GESTÃO,NO DE ESTUDOS E LICENÇAS AMBIENTAIS EMITIDOS (UNIDADE),8321 - AÇÕES SOCIOAMBIENTAIS PARA VIABILIZAÇÃO DE EMPREENDIMENTOS RODOVIÁRIOS,123.0
1606 - MELHORIAS DA MALHA RODOVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: ESTUDOS DE IMPACTO SOCIOAMBIENTAL,MELHORIA DE GESTÃO,PLANTIO DE COMPENSAÇÃO AMBIENTAL (HA),8321 - AÇÕES SOCIOAMBIENTAIS PARA VIABILIZAÇÃO DE EMPREENDIMENTOS RODOVIÁRIOS,320.0
1606 - MELHORIAS DA MALHA RODOVIÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: PROJETOS CONCLUÍDOS ADEQUADOS À LICITAÇÃO DA OBRA,MELHORIA DE GESTÃO,EFICIÊNCIA NA PRODUÇÃO DE PROJETOS (%),8322 - CONTROLE DA PRODUÇÃO DE PROJETOS,0.48
1607 - MODERNIZAÇÃO DA INFRAESTRUTURA AEROPORTUÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: AEROPORTOS REFORMADOS E AMPLIADOS,FINALÍSTICO,NÚMERO DE AEROPORTOS  REFORMADOS E AMPLIADOS (UNIDADE),"1110 - IMPLANTAÇÃO, AMPLIAÇÃO E MODERNIZAÇÃO DOS AEROPORTOS DE SÃO PAULO",5.0
1607 - MODERNIZAÇÃO DA INFRAESTRUTURA AEROPORTUÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: AEROPORTOS REFORMADOS E AMPLIADOS,FINALÍSTICO,PERCENTUAL DE AEROPORTOS REFORMADOS E AMPLIADOS (%),"1110 - IMPLANTAÇÃO, AMPLIAÇÃO E MODERNIZAÇÃO DOS AEROPORTOS DE SÃO PAULO",23.8
1607 - MODERNIZAÇÃO DA INFRAESTRUTURA AEROPORTUÁRIA,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: AEROPORTOS OPERADOS E MANTIDOS PELO DAESP,FINALÍSTICO,NÚMERO DE AEROPORTOS OPERADOS E MANTIDOS PELO DEPARTAMENTO AEROVIÁRIO DO ESTADO DE SÃO PAULO (DAESP) (UNIDADE),4914 - MANUTENÇÃO ADEQUADA DA INFRAESTRUTURA AEROPORTUÁRIA DO ESTADO,21.0
1608 - TRAVESSIAS LITORÂNEAS,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: INSTALAÇÕES E EMBARCAÇÕES DAS TRAVESSIAS LITORÂNEAS MODERNIZADAS,FINALÍSTICO,ÍNDICE DE SATISFAÇÃO DOS USUÁRIOS DO SISTEMA TRAVESSIAS (UNIDADE),1421 - MELHORIA DAS CONDIÇÕES DE OPERAÇÃO E INSTALAÇÕES DAS TRAVESSIAS LITORÂNEAS,6.5
1608 - TRAVESSIAS LITORÂNEAS,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: INSTALAÇÕES E EMBARCAÇÕES DAS TRAVESSIAS LITORÂNEAS MODERNIZADAS,FINALÍSTICO,PERCENTUAL DE INSTALAÇÕES E EMBARCAÇÕES MODERNIZADAS (%),1421 - MELHORIA DAS CONDIÇÕES DE OPERAÇÃO E INSTALAÇÕES DAS TRAVESSIAS LITORÂNEAS,52.0
1611 - TRANSPOSIÇÃO RODO-FERROVIÁRIA DA RMSP,16000 - SECRETARIA DE LOGÍSTICA E TRANSPORTES,FINALÍSTICO,PRODUTO: OBRAS DO RODOANEL - TRECHO NORTE,FINALÍSTICO,PERCENTUAL DE AVANÇO FÍSICO DAS OBRAS DO RODOANEL TRECHO NORTE NO PERÍODO (%),2283 - EXECUÇÃO DAS OBRAS DO RODOANEL - TRECHO NORTE,6.5
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: REGIONALIZAÇÃO DA PROTEÇÃO E DEFESA DO CONSUMIDOR,FINALÍSTICO,COBERTURA DAS AÇÕES DE PROTEÇÃO E DEFESA DO CONSUMIDOR (EDUCAÇÃO PARA O CONSUMO E OU FISCALIZATÓRIAS) DOSNÚCLEOS REGIONAIS (%),6349 - REGIONALIZAÇÃO DOS SERVIÇOS DE PROTEÇÃO E DEFESA DO CONSUMIDOR,87.0
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: REGIONALIZAÇÃO DA PROTEÇÃO E DEFESA DO CONSUMIDOR,FINALÍSTICO,NÚMERO DE MUNICÍPIOS ATENDIDOS PELA REGIONALIZAÇÃO (UNIDADE),6349 - REGIONALIZAÇÃO DOS SERVIÇOS DE PROTEÇÃO E DEFESA DO CONSUMIDOR,540.0
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: APOIO À MUNICIPALIZAÇÃO DOS SERVIÇOS DE PROTEÇÃO E DEFESA DO CONSUMIDOR,FINALÍSTICO,COBERTURA DE MUNICÍPIOS DO ESTADO DE SP CONVENIADOS À FUNDAÇÃO PROCON SP (%),4161 - ATENDIMENTO MUNICIPAL AO CONSUMIDOR MEDIANTE A CELEBRAÇÃO DE CONVÊNIOS.,48.22
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: APOIO À MUNICIPALIZAÇÃO DOS SERVIÇOS DE PROTEÇÃO E DEFESA DO CONSUMIDOR,FINALÍSTICO,NÚMERO DE CONVÊNIOS FIRMADOS COM MUNICÍPIOS PARA IMPLANTAÇÃO DO PROCON MUNICIPAL CONVENIADO (UNIDADE),4161 - ATENDIMENTO MUNICIPAL AO CONSUMIDOR MEDIANTE A CELEBRAÇÃO DE CONVÊNIOS.,47.0
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: ATENDIMENTO E ORIENTAÇÃO AO CONSUMIDOR,FINALÍSTICO,NÚMERO DE ATENDIMENTOS AO CONSUMIDOR (UNIDADE),5486 - PROCESSAMENTO DE DEMANDAS DOS CONSUMIDORES,480000.0
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: ATENDIMENTO E ORIENTAÇÃO AO CONSUMIDOR,FINALÍSTICO,TEMPO MÉDIO MENSAL DO ATENDIMENTO PRESENCIAL (MINUTOS),5486 - PROCESSAMENTO DE DEMANDAS DOS CONSUMIDORES,21.2
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: FISCALIZAÇÃO DO MERCADO DE CONSUMO,FINALÍSTICO,NÚMERO DE ATOS FISCALIZATÓRIOS REALIZADOS (UNIDADE),5488 - ATOS FISCALIZATÓRIOS,28903.0
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: FISCALIZAÇÃO DO MERCADO DE CONSUMO,FINALÍSTICO,NÚMERO DE MUNICÍPIOS ABRANGIDOS PELA FISCALIZAÇÃO AO ANO (UNIDADE),5488 - ATOS FISCALIZATÓRIOS,456.0
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: EDUCAÇÃO PARA O CONSUMO DIRIGIDA À SOCIEDADE,FINALÍSTICO,MÉDIA DIÁRIA DE CURSOS E PALESTRAS DISPONIBILIZADOS (UNIDADE),6045 - EDUCAÇÃO PARA O CONSUMO,250.0
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: EDUCAÇÃO PARA O CONSUMO DIRIGIDA À SOCIEDADE,FINALÍSTICO,NÚMERO DE AÇÕES EDUCATIVAS REALIZADAS (UNIDADE),6045 - EDUCAÇÃO PARA O CONSUMO,744.0
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: ORIENTAÇÃO AO FORNECEDOR,FINALÍSTICO,NÚMERO DE FORNECEDORES ORIENTADOS (UNIDADE),8329 - ATENDIMENTO E ORIENTAÇÃO AO FORNECEDOR,2082.0
1711 - PROTEÇÃO E DEFESA DO CONSUMIDOR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: ORIENTAÇÃO AO FORNECEDOR,FINALÍSTICO,RAZÃO ENTRE O NÚMERO TOTAL DE CONSULTAS SOBRE LEGISLAÇÃO CONSUMERISTA  REGISTRADA POR FORNECEDORES NO SITE DOPROCON E O NÚMERO TOTAL DE ACESSOS À FAQ (QUESTÕES MAIS FREQUENTES) EXISTENTES NO SITE (UNIDADE),8329 - ATENDIMENTO E ORIENTAÇÃO AO FORNECEDOR,0.31
1714 - PERÍCIA JUDICIAL NA ÁREA DE MEDICINA LEGAL E DE INVESTIGAÇÃO DEVÍNCULO GENÉTICO,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: LAUDO PERICIAL DE MEDICINA LEGAL,FINALÍSTICO,QUANTIDADE DE LAUDOS EXPEDIDOS DE PERÍCIAS DE MEDICINA LEGAL AO ANO (UNIDADE),5641 - PERÍCIAS NA ÁREA DE MEDICINA LEGAL,46921.0
1714 - PERÍCIA JUDICIAL NA ÁREA DE MEDICINA LEGAL E DE INVESTIGAÇÃO DEVÍNCULO GENÉTICO,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: LAUDO PERICIAL DE MEDICINA LEGAL,FINALÍSTICO,QUANTIDADE DE PERÍCIAS REALIZADAS EM INTERDIÇÃO E DOMICILIAR AO ANO (UNIDADE),5641 - PERÍCIAS NA ÁREA DE MEDICINA LEGAL,5138.0
1714 - PERÍCIA JUDICIAL NA ÁREA DE MEDICINA LEGAL E DE INVESTIGAÇÃO DEVÍNCULO GENÉTICO,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: LAUDO PERICIAL DE DNA,FINALÍSTICO,QUANTIDADE DE LAUDOS PERICIAIS DE DNA EXPEDIDOS AO ANO (UNIDADE),4135 - PERÍCIAS DE INVESTIGAÇÃO DE VÍNCULO GENÉTICO (DNA),10199.0
1714 - PERÍCIA JUDICIAL NA ÁREA DE MEDICINA LEGAL E DE INVESTIGAÇÃO DEVÍNCULO GENÉTICO,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: LAUDO PERICIAL DE DNA,FINALÍSTICO,QUANTIDADE DE LAUDOS PERICIAIS DE DNA PRÉ-PROCESSUAIS AO ANO (UNIDADE),4135 - PERÍCIAS DE INVESTIGAÇÃO DE VÍNCULO GENÉTICO (DNA),1450.0
1714 - PERÍCIA JUDICIAL NA ÁREA DE MEDICINA LEGAL E DE INVESTIGAÇÃO DEVÍNCULO GENÉTICO,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: AÇÕES DE EDUCAÇÃO CONTINUADA PARA SERVIDORES E PERITOS,MELHORIA DE GESTÃO,QUANTIDADE DE AÇÕES DE EDUCAÇÃO CONTINUADA PARA SERVIDORES E PERITOS (UNIDADE),6114 - EDUCAÇÃO CONTINUADA,32.0
1724 - METROLOGIA E QUALIDADE DE PRODUTOS E SERVIÇOS,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: FISCALIZAÇÃO EM PRODUTOS PRÉ-EMBALADOS,FINALÍSTICO,NÚMERO DE FISCALIZAÇÕES DE PRODUTOS PRÉ EMBALADOS AO ANO (UNIDADE),6302 - FISCALIZAÇÃO DE PRODUTOS PRÉ-EMBALADOS,73000.0
1724 - METROLOGIA E QUALIDADE DE PRODUTOS E SERVIÇOS,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: FISCALIZAÇÃO EM PRODUTOS PRÉ-EMBALADOS,FINALÍSTICO,PERCENTUAL DE PRODUTOS COM SUSPEITA DE IRREGULARIDADE (%),6302 - FISCALIZAÇÃO DE PRODUTOS PRÉ-EMBALADOS,9.5
1724 - METROLOGIA E QUALIDADE DE PRODUTOS E SERVIÇOS,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: VERIFICAÇÃO DE INSTRUMENTOS DE PESAR E MEDIR,FINALÍSTICO,ÍNDICE DE REPROVAÇÃO EM BOMBAS DE COMBUSTÍVEIS LÍQUIDOS (%),5669 - FISCALIZAÇÃO E CONTROLE METROLÓGICO,5.55
1724 - METROLOGIA E QUALIDADE DE PRODUTOS E SERVIÇOS,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: VERIFICAÇÃO DE INSTRUMENTOS DE PESAR E MEDIR,FINALÍSTICO,NÚMERO DE VERIFICAÇÕES PERIÓDICAS DE INSTRUMENTOS DE PESAR E MEDIR AO ANO (UNIDADE),5669 - FISCALIZAÇÃO E CONTROLE METROLÓGICO,999000.0
1729 - ATENÇÃO AO ADOLESCENTE/JOVEM EM CUMPRIMENTO DE MEDIDASOCIOEDUCATIVA E CAUTELAR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: APOIO SOCIOEDUCATIVO AOS ADOLESCENTES/JOVENS EM CUMPRIMENTO DE MEDIDAS JUDICIAIS,FINALÍSTICO,QUANTIDADE DE ADOLESCENTES/JOVENS ATENDIDOS NO MÊS (UNIDADE),"5907 - EXECUÇÃO DAS MEDIDAS SOCIOEDUCATIVAS DE INTERNAÇÃO, SEMILIBERDADE E CAUTELARES",10786.0
1729 - ATENÇÃO AO ADOLESCENTE/JOVEM EM CUMPRIMENTO DE MEDIDASOCIOEDUCATIVA E CAUTELAR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: APOIO SOCIOEDUCATIVO AOS ADOLESCENTES/JOVENS EM CUMPRIMENTO DE MEDIDAS JUDICIAIS,FINALÍSTICO,TAXA DE OCUPAÇÃO MENSAL DE VAGAS (%),"5907 - EXECUÇÃO DAS MEDIDAS SOCIOEDUCATIVAS DE INTERNAÇÃO, SEMILIBERDADE E CAUTELARES",97.76
1729 - ATENÇÃO AO ADOLESCENTE/JOVEM EM CUMPRIMENTO DE MEDIDASOCIOEDUCATIVA E CAUTELAR,17000 - SECRETARIA DA JUSTIÇA E CIDADANIA,FINALÍSTICO,PRODUTO: ATENDIMENTOS EM ATENÇÃO BÁSICA À SAÚDE,FINALÍSTICO,"QUANTIDADE ANUAL DE ATENDIMENTOS CLÍNICOS, SAÚDE MENTAL, ODONTOLÓGICOS, ENFERMAGEM E PSICOLÓGICOS (UNIDADE)",5906 - ATENÇÃO BÁSICA À SAÚDE DO ADOLESCENTE/JOVEM EM MEDIDA SOCIOEDUCATIVA E CAUTELAR,2661552.0
